Player1,Player2,Player3,Player4,Player5,Player6,Rounds,Winner
Basic,Basic,Basic,Basic,,,14899,Basic
Basic,Smart,Basic,Smart,Smart,Basic,354,Basic
Smart,Basic,Basic,Smart,Smart,,346,Smart
Basic,Basic,Basic,Basic,Smart,,1729,Basic
Smart,Smart,Basic,Smart,,,760,Smart
Smart,Smart,Basic,Smart,Smart,Smart,2046,Smart
Smart,Basic,Smart,Smart,Basic,Basic,667,Smart
Basic,Basic,Smart,Basic,Smart,,543,Smart
Smart,Basic,,,,,313,Smart
Basic,Smart,,,,,102,Smart
Smart,Smart,Basic,Basic,Smart,Smart,1959,Smart
Smart,Smart,Smart,,,,346,Smart
Smart,Smart,Smart,Smart,,,2759,Smart
Basic,Basic,Basic,Basic,Smart,,2539,Smart
Basic,Smart,Basic,Smart,Smart,Smart,670,Smart
Smart,Smart,,,,,3771,Smart
Basic,Basic,Basic,Smart,,,466,Smart
Smart,Smart,Smart,Basic,Basic,Basic,786,Smart
Smart,Basic,Basic,Basic,Basic,,9585,Basic
Basic,Smart,Smart,Smart,Smart,,520,Smart
Basic,Smart,Smart,,,,723,Smart
Basic,Smart,Smart,Smart,Basic,,485,Smart
Smart,Basic,,,,,634,Basic
Smart,Basic,,,,,307,Smart
Basic,Smart,Basic,Basic,Smart,,502,Basic
Smart,Basic,Basic,,,,1287,Smart
Smart,Smart,Basic,Basic,Smart,,2142,Basic
Basic,Basic,Basic,Smart,,,724,Smart
Basic,Smart,,,,,550,Basic
Smart,Smart,Smart,Smart,Smart,Smart,894,Smart
Smart,Basic,Basic,Smart,Smart,,447,Smart
Smart,Basic,Smart,Basic,,,415,Smart
Basic,Basic,Basic,Basic,Basic,,32749,Basic
Basic,Smart,Basic,Smart,Smart,Basic,648,Smart
Basic,Smart,Basic,Smart,Smart,Smart,3283,Smart
Basic,Smart,Smart,,,,509,Smart
Basic,Smart,,,,,105,Basic
Basic,Smart,,,,,66,Basic
Basic,Basic,Basic,,,,95,Basic
Smart,Basic,Smart,,,,302,Smart
Basic,Basic,,,,,141,Basic
Basic,Basic,Basic,,,,61156,Basic
Basic,Basic,,,,,213,Basic
Smart,Smart,Basic,,,,204,Smart
Basic,Basic,Smart,,,,28338,Basic
Smart,Smart,Basic,Smart,Basic,Basic,819,Smart
Basic,Basic,Basic,Basic,Basic,Basic,360,Basic
Smart,Basic,Smart,Basic,Smart,Smart,2938,Smart
Smart,Basic,,,,,334,Smart
Basic,Smart,Basic,Basic,,,725,Smart
Basic,Smart,Basic,Smart,,,336,Smart
Basic,Smart,,,,,57,Basic
Smart,Basic,Basic,Smart,Smart,Smart,315,Basic
Basic,Smart,Smart,Basic,Smart,,419,Smart
Smart,Smart,Smart,Smart,Smart,,1522,Smart
Smart,Basic,Smart,Basic,Basic,Basic,889,Smart
Basic,Smart,Basic,Basic,,,291,Basic
Basic,Basic,Basic,Smart,Basic,,840,Basic
Basic,Basic,Basic,,,,124,Basic
Basic,Smart,,,,,102,Basic
Smart,Smart,,,,,229,Smart
Smart,Basic,Basic,Smart,Smart,,14796,Basic
Smart,Basic,Smart,Smart,Basic,Basic,2103,Basic
Smart,Smart,Smart,,,,1368,Smart
Basic,Basic,Smart,Basic,Smart,,660,Smart
Basic,Smart,Basic,,,,9816,Basic
Smart,Basic,Smart,Smart,Basic,,268,Smart
Basic,Basic,Basic,,,,115822,Basic
Smart,Smart,Smart,Basic,Smart,,871,Smart
Basic,Smart,Basic,Basic,Basic,Smart,358,Basic
Basic,Smart,Basic,,,,4464,Smart
Smart,Basic,Smart,Smart,Smart,,318,Smart
Basic,Smart,Basic,Basic,Smart,Basic,630,Smart
Smart,Smart,Smart,Smart,Basic,Smart,2683,Smart
Smart,Basic,Basic,Basic,Basic,Smart,2079,Basic
Smart,Smart,Basic,Smart,Basic,,303,Smart
Basic,Smart,Basic,Basic,,,1900,Smart
Basic,Basic,,,,,283,Basic
Smart,Basic,,,,,202,Basic
Smart,Smart,,,,,150,Smart
Basic,Basic,Smart,Basic,Smart,Smart,2769,Smart
Basic,Smart,Smart,Basic,Basic,Basic,623,Smart
Smart,Smart,Basic,Basic,,,574,Basic
Basic,Smart,Basic,Smart,Basic,,1537,Basic
Basic,Smart,Basic,Basic,Smart,Basic,1208,Smart
Basic,Smart,Basic,Basic,,,1114,Smart
Smart,Smart,,,,,603,Smart
Smart,Smart,Smart,Basic,,,1084,Smart
Basic,Basic,Basic,Smart,,,129,Basic
Basic,Smart,Basic,,,,1513,Smart
Smart,Smart,Basic,,,,717,Smart
Basic,Smart,Basic,,,,288,Basic
Smart,Basic,Basic,Basic,Basic,,5493,Basic
Basic,Basic,Smart,Smart,Basic,,674,Smart
Smart,Basic,Smart,Smart,Smart,,651,Smart
Basic,Smart,,,,,114,Smart
Basic,Smart,Smart,Smart,Basic,Basic,946,Smart
Smart,Basic,Basic,Smart,,,405,Smart
Basic,Smart,Basic,,,,511,Smart
Smart,Smart,,,,,300,Smart
Smart,Smart,Basic,Smart,Smart,,251,Smart
Basic,Smart,Basic,Smart,Smart,,879,Smart
Basic,Smart,Smart,Smart,Basic,,504,Smart
Smart,Basic,,,,,631,Smart
Basic,Basic,Basic,Smart,Smart,Smart,777,Basic
Basic,Basic,Basic,,,,54711,Basic
Smart,Smart,Smart,Smart,Basic,Basic,960,Basic
Smart,Basic,Basic,Basic,Smart,,2118,Smart
Basic,Basic,Basic,,,,9875,Basic
Smart,Smart,Basic,Basic,,,179,Basic
Smart,Basic,,,,,84,Basic
Basic,Basic,Smart,Smart,,,3444,Smart
Smart,Basic,Basic,Smart,,,412,Basic
Smart,Basic,Smart,Basic,,,505,Smart
Basic,Basic,Basic,,,,23932,Basic
Basic,Basic,Smart,,,,18098,Basic
Smart,Smart,Basic,Smart,Basic,Smart,153,Basic
Basic,Smart,Basic,Basic,,,1345,Basic
Basic,Smart,Basic,,,,273,Smart
Basic,Basic,Basic,Smart,Basic,,12747,Basic
Smart,Smart,Smart,,,,382,Smart
Smart,Basic,Basic,Basic,Basic,,258,Basic
Basic,Basic,Basic,,,,1086,Basic
Smart,Basic,Smart,Smart,Basic,Smart,811,Smart
Smart,Smart,Basic,Smart,Smart,,547,Basic
Smart,Basic,,,,,70,Smart
Basic,Basic,Smart,Basic,Smart,Smart,3123,Basic
Smart,Smart,Smart,Basic,,,516,Smart
Basic,Basic,Smart,,,,2506,Smart
Basic,Basic,,,,,102,Basic
Smart,Smart,,,,,1002,Smart
Smart,Smart,Smart,Basic,,,410,Smart
Smart,Smart,Smart,Smart,Basic,,797,Smart
Basic,Smart,Smart,Smart,,,142006,Smart
Smart,Smart,Basic,,,,167,Smart
Smart,Basic,Basic,Smart,Basic,Smart,1108,Smart
Basic,Basic,Basic,Basic,Smart,Basic,2118,Smart
Basic,Basic,,,,,48,Basic
Smart,Basic,Basic,,,,598,Basic
Smart,Smart,Smart,Smart,Smart,Smart,2436,Smart
Smart,Smart,Smart,,,,2327,Smart
Basic,Basic,Basic,Basic,Smart,,7523,Basic
Smart,Basic,,,,,219,Smart
Basic,Smart,Basic,,,,243,Smart
Basic,Basic,,,,,99,Basic
Smart,Smart,Basic,Basic,Smart,,2059,Smart
Basic,Smart,Basic,,,,129,Basic
Smart,Smart,Basic,Basic,Smart,Basic,533,Smart
Smart,Smart,Basic,Smart,Basic,Basic,633,Smart
Smart,Basic,Smart,Smart,Smart,Basic,9107,Smart
Smart,Smart,Smart,Smart,Smart,Basic,647,Smart
Basic,Smart,Basic,,,,138,Basic
Smart,Smart,Smart,,,,391,Smart
Basic,Basic,Basic,Basic,Smart,Basic,864,Smart
Basic,Basic,Basic,Smart,,,3468,Basic
Smart,Basic,Basic,Basic,,,704,Smart
Basic,Basic,Basic,,,,211,Basic
Basic,Smart,Basic,Smart,Basic,,314,Basic
Smart,Smart,Basic,,,,602,Basic
Smart,Basic,Basic,Smart,,,695,Smart
Smart,Smart,Basic,Basic,,,1823,Smart
Basic,Basic,Smart,Basic,,,2234,Smart
Smart,Smart,Smart,,,,140,Smart
Basic,Basic,Smart,Basic,Smart,,914,Smart
Basic,Basic,Basic,Basic,Smart,,432,Basic
Smart,Basic,Smart,,,,5042,Smart
Basic,Basic,Smart,,,,135,Basic
Smart,Basic,Smart,Smart,,,627,Smart
Smart,Smart,Basic,Smart,,,668,Smart
Basic,Smart,Smart,,,,422,Smart
Smart,Basic,Smart,Smart,Basic,,570,Smart
Smart,Basic,Basic,,,,447,Smart
Smart,Smart,Smart,,,,321,Smart
Basic,Basic,,,,,304,Basic
Basic,Smart,Smart,Basic,Basic,,779,Smart
Smart,Basic,Smart,Smart,,,849,Smart
Basic,Smart,Basic,Smart,Basic,,3444,Smart
Smart,Basic,Basic,,,,407,Smart
Basic,Basic,,,,,409,Basic
Smart,Smart,Basic,Basic,,,454,Basic
Basic,Smart,Basic,Basic,Smart,Basic,991,Smart
Smart,Smart,Smart,Smart,Basic,Smart,864,Basic
Smart,Smart,Basic,Basic,,,2382,Smart
Smart,Basic,,,,,105,Basic
Smart,Basic,Smart,Smart,Basic,Basic,700,Basic
Basic,Smart,Smart,Smart,Smart,Basic,44854,Basic
Basic,Basic,Basic,Basic,Basic,Basic,434,Basic
Smart,Smart,Basic,,,,416,Basic
Basic,Basic,Basic,Smart,Basic,Smart,682,Basic
Basic,Smart,Smart,Smart,,,915,Smart
Smart,Smart,Smart,Basic,Basic,Basic,927,Smart
Basic,Smart,Basic,Basic,Basic,Basic,372,Smart
Smart,Smart,Smart,,,,2934,Smart
Basic,Basic,Basic,Smart,,,1014,Basic
Basic,Smart,,,,,123,Basic
Basic,Basic,Smart,Smart,Smart,,1680,Smart
Basic,Basic,Basic,Basic,,,11837,Basic
Smart,Smart,Basic,Smart,Smart,Smart,838,Smart
Smart,Smart,,,,,786,Smart
Basic,Smart,,,,,231,Smart
Basic,Smart,Smart,Basic,Basic,Basic,162,Smart
Smart,Basic,Smart,,,,366,Smart
Basic,Smart,Basic,Basic,Smart,Smart,900,Basic
Smart,Smart,Basic,Smart,Smart,,783,Basic
Basic,Basic,,,,,171,Basic
Smart,Basic,Basic,Basic,Smart,Basic,2271,Basic
Smart,Smart,Smart,Smart,Basic,Smart,8998,Smart
Smart,Basic,Basic,Basic,Smart,Smart,701,Smart
Basic,Basic,,,,,135,Basic
Smart,Smart,Smart,,,,1915,Smart
Smart,Basic,Basic,,,,393,Smart
Smart,Basic,,,,,135,Smart
Smart,Smart,Smart,Smart,Smart,,374,Smart
Smart,Basic,,,,,213,Smart
Basic,Smart,Basic,,,,450,Smart
Basic,Basic,,,,,88,Basic
Smart,Smart,Smart,Basic,Smart,Basic,277,Smart
Smart,Smart,Basic,Smart,,,2034,Basic
Smart,Basic,Basic,Basic,Smart,,379,Smart
Smart,Smart,,,,,114,Smart
Smart,Smart,Basic,Basic,Smart,Smart,1372,Smart
Basic,Smart,,,,,42,Smart
Basic,Smart,Smart,,,,288,Smart
Basic,Basic,Basic,Smart,Smart,Smart,282,Basic
Basic,Basic,,,,,75,Basic
Basic,Smart,Smart,,,,283,Smart
Basic,Smart,,,,,99,Basic
Basic,Basic,Smart,Basic,Basic,,938,Basic
Basic,Basic,,,,,115,Basic
Basic,Basic,,,,,36,Basic
Basic,Smart,Smart,Basic,Basic,Smart,188,Basic
Basic,Basic,Basic,,,,89,Basic
Smart,Basic,Basic,Basic,Smart,,376,Basic
Basic,Smart,Basic,Basic,,,169,Basic
Basic,Smart,,,,,382,Smart
Smart,Basic,Smart,Smart,Basic,Smart,507,Basic
Smart,Basic,Basic,,,,202,Basic
Basic,Basic,Basic,Basic,Smart,Basic,495,Smart
Basic,Smart,Smart,,,,423,Smart
Basic,Smart,Smart,,,,191,Smart
Smart,Basic,Basic,Basic,Smart,,1285,Smart
Smart,Basic,Smart,Smart,Basic,Smart,508,Smart
Smart,Basic,Smart,Smart,,,325,Smart
Smart,Basic,Basic,,,,421,Smart
Smart,Basic,Smart,,,,267,Smart
Smart,Basic,Smart,,,,36555,Smart
Basic,Smart,Basic,,,,238,Basic
Smart,Smart,Smart,Smart,Smart,,1021,Smart
Smart,Basic,Smart,Smart,,,388,Smart
Basic,Basic,Smart,,,,475,Smart
Basic,Basic,Smart,,,,154,Smart
Smart,Smart,Basic,Smart,Basic,Basic,24770,Basic
Smart,Smart,,,,,222,Smart
Smart,Basic,Basic,Basic,Basic,,1425,Basic
Basic,Basic,Smart,,,,637,Basic
Basic,Basic,Basic,Basic,Smart,Smart,793,Smart
Smart,Basic,Smart,Smart,Smart,,507,Smart
Smart,Basic,Smart,Basic,,,2830,Basic
Smart,Basic,Basic,Basic,,,1790,Basic
Smart,Smart,Basic,,,,288,Basic
Smart,Basic,Smart,Smart,,,553,Smart
Basic,Smart,Smart,Basic,Smart,Basic,487,Smart
Basic,Basic,Basic,Basic,Basic,Smart,1693,Basic
Basic,Basic,Smart,Smart,Smart,Basic,1247,Smart
Smart,Basic,Smart,,,,325,Smart
Smart,Smart,,,,,1345,Smart
Basic,Smart,Smart,Basic,,,1966,Smart
Basic,Smart,Smart,Smart,Smart,,2142,Smart
Basic,Smart,Basic,Smart,Smart,,1391,Smart
Smart,Smart,Basic,Smart,,,766,Smart
Basic,Smart,Smart,Basic,,,373,Smart
Smart,Smart,Smart,Basic,Basic,,267,Smart
Smart,Basic,Basic,Basic,Smart,Smart,1529,Basic
Smart,Basic,Smart,Basic,,,123,Basic
Smart,Basic,Smart,Basic,,,7182,Basic
Smart,Basic,Smart,Basic,,,897,Basic
Smart,Smart,,,,,1257,Smart
Smart,Basic,Basic,,,,192,Smart
Basic,Basic,Smart,Smart,,,254,Smart
Basic,Basic,Smart,Basic,Basic,,685,Basic
Basic,Basic,Smart,Smart,Basic,Basic,183,Smart
Basic,Smart,Smart,Basic,Smart,Basic,238,Smart
Basic,Basic,,,,,105,Basic
Basic,Basic,Smart,Basic,Smart,,259,Smart
Smart,Basic,,,,,78,Smart
Basic,Smart,Smart,Basic,Smart,,284,Smart
Basic,Smart,,,,,165,Basic
Smart,Smart,Smart,Smart,Smart,,1696,Smart
Smart,Smart,,,,,429,Smart
Basic,Smart,Basic,,,,62969,Basic
Basic,Smart,,,,,219,Smart
Basic,Basic,,,,,277,Basic
Smart,Smart,Smart,Basic,Smart,Basic,1514,Smart
Basic,Smart,Smart,Smart,Smart,,1106,Smart
Smart,Smart,Smart,Smart,Basic,Smart,1517,Smart
Basic,Smart,,,,,222,Basic
Basic,Basic,Smart,Smart,Basic,,1920,Basic
Smart,Basic,Basic,Basic,Basic,Basic,734,Smart
Smart,Smart,Smart,Basic,Basic,Smart,464,Smart
Smart,Basic,,,,,106,Smart
Smart,Basic,,,,,121,Basic
Smart,Smart,Basic,Smart,Smart,Basic,847,Smart
Basic,Basic,,,,,67,Basic
Smart,Basic,Basic,Smart,Basic,,751,Smart
Basic,Basic,Basic,Basic,Basic,Basic,919,Basic
Smart,Basic,Smart,Smart,,,8551,Smart
Basic,Smart,Smart,,,,775,Basic
Basic,Smart,Basic,Smart,Smart,Basic,36960,Basic
Basic,Basic,Smart,,,,4326,Basic
Smart,Smart,Smart,Basic,Smart,,1999,Smart
Basic,Basic,Basic,,,,132,Basic
Smart,Basic,,,,,69,Basic
Basic,Basic,,,,,60,Basic
Basic,Basic,Basic,Basic,Smart,Basic,5626,Basic
Basic,Basic,Smart,Smart,Smart,,9142,Smart
Basic,Basic,Basic,Smart,,,502,Basic
Smart,Basic,Basic,Basic,Smart,,4699,Basic
Smart,Basic,,,,,84,Smart
Smart,Basic,,,,,126,Smart
Basic,Smart,Smart,Smart,,,443,Basic
Smart,Basic,Smart,Basic,Smart,,729,Smart
Smart,Basic,,,,,118,Basic
Smart,Smart,Basic,Basic,Smart,,781,Smart
Basic,Smart,Basic,Basic,,,997,Smart
Smart,Smart,Smart,Basic,,,674,Smart
Smart,Smart,Smart,,,,5496,Smart
Basic,Basic,Smart,Smart,Smart,,673,Basic
Basic,Basic,Basic,Smart,Basic,Basic,289,Basic
Basic,Basic,Smart,Basic,,,1996,Basic
Basic,Basic,Basic,,,,97747,Basic
Smart,Basic,Basic,Basic,Smart,Smart,6676,Basic
Basic,Basic,Basic,,,,5060,Basic
Smart,Smart,,,,,921,Smart
Smart,Basic,Basic,Basic,Basic,Basic,891,Basic
Basic,Basic,Basic,Smart,Smart,Smart,616,Basic
Smart,Basic,,,,,54,Basic
Basic,Smart,Smart,,,,214,Smart
Basic,Smart,Basic,,,,474,Smart
Basic,Smart,Smart,Basic,,,1923,Smart
Basic,Basic,,,,,141,Basic
Basic,Basic,Basic,Basic,,,1254,Basic
Basic,Basic,Smart,Smart,Smart,,522,Smart
Smart,Basic,Basic,Smart,Basic,Basic,1696,Smart
Smart,Basic,Smart,Basic,Basic,Smart,566,Basic
Smart,Smart,Smart,,,,207,Smart
Smart,Smart,Basic,Smart,Smart,,262,Smart
Basic,Basic,,,,,519,Basic
Basic,Basic,Basic,,,,121,Basic
Basic,Smart,Smart,Basic,,,594,Smart
Smart,Basic,Smart,Smart,,,635,Basic
Smart,Smart,Basic,Basic,,,385,Basic
Smart,Smart,,,,,115,Smart
Smart,Basic,Basic,Smart,Smart,,1186,Smart
Smart,Smart,Basic,,,,435,Basic
Basic,Basic,Basic,Smart,Basic,,12677,Basic
Basic,Smart,Basic,Basic,,,694,Smart
Basic,Smart,Basic,,,,294,Basic
Smart,Basic,,,,,187,Smart
Basic,Smart,,,,,43,Smart
Smart,Basic,Basic,Basic,Smart,,347,Smart
Smart,Smart,Smart,,,,543,Smart
Basic,Basic,Smart,Smart,,,15997,Basic
Basic,Smart,,,,,153,Basic
Basic,Smart,Basic,Basic,Smart,Basic,302,Smart
Basic,Basic,,,,,355,Basic
Smart,Smart,Basic,,,,505,Smart
Basic,Smart,Smart,Smart,Smart,Basic,538,Smart
Basic,Smart,,,,,724,Basic
Basic,Basic,Smart,,,,129,Basic
Smart,Smart,Smart,Basic,Smart,Smart,1476,Smart
Smart,Smart,Smart,Smart,,,835,Smart
Smart,Smart,,,,,297,Smart
Smart,Basic,Smart,,,,331,Smart
Basic,Smart,Basic,,,,662,Basic
Basic,Smart,Basic,Smart,Basic,Smart,2122,Smart
Basic,Basic,Smart,,,,590,Smart
Basic,Basic,Basic,,,,2295,Basic
Basic,Basic,Smart,Basic,,,9274,Smart
Basic,Smart,Basic,Smart,Smart,Smart,7582,Smart
Basic,Smart,,,,,159,Basic
Basic,Basic,Basic,Smart,,,1149,Basic
Basic,Smart,Smart,Smart,,,648,Basic
Smart,Basic,Smart,Smart,,,762,Smart
Smart,Basic,Smart,Basic,Basic,,2843,Smart
Smart,Smart,Smart,,,,457,Smart
Basic,Smart,Smart,Smart,,,565,Smart
Basic,Basic,Basic,Smart,Smart,,170,Smart
Smart,Basic,Smart,Smart,,,639,Smart
Basic,Basic,Basic,Basic,Basic,,665,Basic
Basic,Smart,Smart,Smart,Smart,,862,Smart
Smart,Smart,Basic,,,,675,Smart
Basic,Basic,Smart,Basic,Basic,,2589,Basic
Smart,Smart,Smart,,,,162,Smart
Smart,Basic,Basic,Smart,Smart,,1743,Basic
Basic,Smart,Smart,Smart,Basic,Smart,1202,Smart
Basic,Smart,Smart,,,,306,Basic
Basic,Basic,Basic,Smart,Smart,Basic,215976,Basic
Basic,Basic,Basic,Smart,Smart,,2499,Smart
Basic,Basic,Smart,Basic,Basic,,126054,Basic
Basic,Smart,Basic,Basic,Basic,Smart,2056,Basic
Smart,Smart,Basic,,,,403,Smart
Basic,Basic,,,,,306,Basic
Smart,Basic,Basic,Basic,Smart,Smart,491,Basic
Basic,Basic,Basic,Smart,Smart,Basic,1476,Smart
Smart,Basic,Smart,Basic,Smart,Basic,531,Smart
Basic,Basic,Basic,Smart,Smart,,1568,Smart
Smart,Basic,Smart,Basic,Basic,Smart,1699,Smart
Smart,Smart,Smart,,,,304,Smart
Smart,Smart,Smart,Smart,Basic,,437,Smart
Smart,Smart,Basic,Smart,Basic,Basic,732,Smart
Smart,Basic,Basic,,,,9049,Basic
Smart,Basic,Smart,Basic,Smart,,18922,Smart
Smart,Smart,Smart,Smart,Smart,,25896,Smart
Basic,Basic,Basic,Basic,Smart,Basic,852,Smart
Smart,Basic,Smart,Basic,Basic,,442,Smart
Smart,Basic,Smart,Basic,Smart,Smart,748,Smart
Smart,Basic,Basic,Basic,Basic,Basic,6492,Basic
Smart,Basic,Basic,Basic,,,1153,Smart
Basic,Smart,Basic,Smart,,,834,Smart
Basic,Smart,,,,,75,Basic
Basic,Basic,Smart,Smart,Basic,Smart,1143,Smart
Basic,Basic,Smart,Smart,Basic,Smart,22221,Basic
Basic,Smart,Smart,Basic,,,168,Smart
Smart,Smart,Smart,Basic,Smart,,6222,Smart
Smart,Basic,Smart,,,,178,Smart
Basic,Smart,Basic,Smart,Smart,Basic,1257,Smart
Smart,Basic,Smart,,,,216,Smart
Basic,Smart,Smart,Basic,,,4324,Smart
Smart,Basic,,,,,327,Smart
Basic,Basic,Basic,,,,13635,Basic
Smart,Smart,Smart,Smart,Smart,Basic,705,Smart
Smart,Basic,Smart,Basic,Basic,Smart,5000,Smart
Smart,Basic,Smart,Basic,,,1290,Smart
Smart,Basic,Basic,Basic,Smart,,287,Smart
Smart,Smart,Basic,Basic,,,449,Smart
Basic,Basic,Basic,Smart,Smart,,420,Smart
